"sample_id","cells","mean_signal","sd_signal","median_signal","min_signal","max_signal"
"SRR10353960",4691,1.00434350772408,0.00461125700349987,1.00419493316385,0.986657508448941,1.02975928151316
"SRR10353961",4552,1.00223353832775,0.00436993335678334,1.00220454450454,0.982839842784865,1.02009298886106
"SRR10353962",4089,1.00328372103096,0.00475131927118639,1.0032164604494,0.989261606550826,1.18709369845549
